,Store Number,Store Name,Address,City,Longitude,Latitude
1495,6892-84700,"Channel Islands & Rose, Oxnard","1611 E Channel Island Blvd, Centennial Plaza Oxnard CA",Oxnard,-119.16,34.17
1496,8618-93430,"5th & B Street, Oxnard","241 W.  5th Street, The Esplanade Oxnard CA",Oxnard,-119.18,34.2
1497,5943-35499,"Esplanade & Hwy 1, Oxnard",331 W. Esplanade Oxnard CA,Oxnard,-119.18,34.23
1498,9343-95880,"Garnet & Fanuel, Pacific Beach",1359 Garnet Avenue Pacific Beach CA,Pacific Beach,-117.25,32.8
1499,74883-100544,Safeway - Pacific Grove #761,1212 Forest Ave Pacific Grove CA,Pacific Grove,-121.92,36.6
1500,20770-207884,Sunset & Palisades,514 Palisades Drive Pacific Palisades CA,Pacific Palisades,-118.55,34.04
1501,609-324,Sunset & Swarthmore,15300 Sunset Boulevard Pacific Palisades CA,Pacific Palisades,-118.53,34.05
1502,79627-98609,Vons-Pacific Palisades #2266,17380 Sunset Blvd Pacific Palisades CA,Pacific Palisades,-118.55,34.04
1503,5632-1942,Hwy 1 & Linda Mar - Linda Mar,1227 Linda Mar Shopping Center Pacifica CA,Pacifica,-122.5,37.6
1504,24132-233525,Oceana & Manor,549 Oceana Pacifica CA,Pacifica,-122.49,37.65
1505,74928-101859,Safeway - Pacifica #304,"1380 Linda Mar SC, Fairmont Center Pacifica CA",Pacifica,-122.5,37.59
1506,5971-48239,Hickey & Skyline - Pacifica,791 Hickey Boulevard Pacifica CA,Pacifica,-122.48,37.66
1507,79784-139564,Safeway - Pacifica #3008,12 Manor Plaza Pacifica CA,Pacifica,-122.49,37.65
1508,76212-92525,Target Palm Desert T-940,72-549 Hwy 111 Palm Desert CA,Palm Desert,-116.4,33.72
1509,9745-96489,Washington & 42nd,"42-175 Washington Street, 5 Palm Desert CA",Palm Desert,-116.3,33.74
1510,75542-38859,Marriott Desert Springs,"74855 Country Club Dr, Deep Canyon/Hwy 111 Center Palm Desert CA",Palm Desert,-116.36,33.76
1511,5331-1093,Hwy. 111 & Deep Canyon,"74600 Highway 111, Desert Gateway Palm Desert CA",Palm Desert,-116.36,33.72
1512,6840-80680,Monterey Avenue & Dinah Shore,"34300 Monterey Ave., 104, San Pablo Village Palm Desert CA",Palm Desert,-116.39,33.8
1513,6529-61839,"El Paseo & San Pablo, Palm Desert","73520 El Paseo, # 1A, University Plaza Palm Desert CA",Palm Desert,-116.38,33.72
1514,10186-99141,"Gerald Ford & Cook, Palm Desert","74836 Technology Drive,, 100 Palm Desert CA",Palm Desert,-116.36,33.78
1515,2849-91520,"Varner & Washington, Palm Desert",78385 Varner Road Palm Desert CA,Palm Desert,-116.3,33.76
1516,10003-98585,"Monterey & El Paseo, Palm Desert",73030 El Paseo Palm Desert CA,Palm Desert,-116.39,33.72
1517,28212-249880,Teavana - The Gardens on El Paseo,"73-545 El Paseo, #1104 Palm Desert CA",Palm Desert,-116.38,33.72
1518,20534-157130,"Ralph's-Palm Springs, CA #27",74884 Country Club Dr Palm Dessert CA,Palm Dessert,-116.36,33.76
1519,25981-182687,Ralphs Palm Springs #181,1733 E Palm Canyon Dr Palm Springs CA,Palm Springs,-116.53,33.8
1520,5604-1946,Sunny Dunes & Hwy 111,"682 S Palm Canyon Dr, Suite  A, Sunrise Plaza Palm Springs CA",Palm Springs,-116.54,33.81
1521,6809-76000,"Sunrise & Ramon, Palm Springs","425 S. Sunrise Way, G Palm Springs CA",Palm Springs,-116.53,33.82
1522,5060-102653,Vons - Palm Springs #2384,4733 E Palm Canyon Palm Springs CA,Palm Springs,-116.49,33.79
1523,73640-93059,Albertsons-Palm Springs #6569,1751 N Sunrise Way Palm Springs CA,Palm Springs,-116.53,33.85
1524,3049-131787,PSP Post Sec. Courtyard,3400 East Tahquitz Canyon Way Palm Springs CA,Palm Springs,-116.51,33.82
1525,5235-445,Palm Springs,101 S Palm Canyon Drive Palm Springs CA,Palm Springs,-116.55,33.82
1526,22702-222865,PSP Terminal 1,"3400 E Tahquitz Canyon Wy, Palmdale Retail Center Palm Springs CA",Palm Springs,-116.51,33.82
1527,5924-40339,Rancho Vista & Lowes Drive,39570 Lowes Drive Palmdale CA,Palmdale,-118.14,34.6
1528,76818-111371,Super Target Palmdale East ST-2350,38019 47th St E Palmdale CA,Palmdale,-118.04,34.58
1529,25204-236912,47th Street East & Palmdale Blvd,"38135 47th Street East, Suite 605-38, Palmdale Shopping Center Palmdale CA",Palmdale,-118.05,34.58
1530,9739-96736,Palmdale Blvd & 3rd,280 East Palmdale Blvd. Palmdale CA,Palmdale,-118.13,34.58
1531,74585-83082,Vons-Palmdale #3017,"3027 Rancho Vista Blvd, Park Plaza Palmdale CA",Palmdale,-118.18,34.6
1532,10111-99529,East Ave S & 47th St East,4631 East Avenue S Palmdale CA,Palmdale,-118.05,34.56
1533,8823-94943,10th St West & West Ave O-8,"39904 10th Street West, D Palmdale CA",Palmdale,-118.15,34.61
1534,23531-196824,Rancho Vista & Town Center,3869 West Rancho Vista Blvd Palmdale CA,Palmdale,-118.2,34.61
1535,73671-93060,Albertsons-Palmdale #6333,38727 N Tierra Subida Ave Palmdale CA,Palmdale,-118.15,34.59
1536,19632-176904,Embarcadero & St. Francis,"2190 West Bayshore Road, Ste. 180 Palo Alto CA",Palo Alto,-122.13,37.45
1537,2886-93249,El Camino & El Camino Way,4131 El Camino Real Palo Alto CA,Palo Alto,-122.13,37.41
1538,565-142644,University & Waverly,376 University Avenue Palo Alto CA,Palo Alto,-122.16,37.45
1539,17973-174644,Alma Plaza,"3441 Alma Street, A, Stanford Shopping Center Palo Alto CA",Palo Alto,-122.12,37.42
1540,2822-72864,Stanford Shopping Center,79 Stanford Mall Palo Alto CA,Palo Alto,-122.17,37.44
1541,5541-1260,2000 El Camino - Palo Alto,2000 El Camino Real Palo Alto CA,Palo Alto,-122.15,37.43
1542,28805-269065,Teavana-Stanford Shopping Center,"180 El Camino Real, 2002 Palo Alto CA",Palo Alto,-122.17,37.44
1543,5555-194,Colorado & Middlefield - Palo Alto,2775 Middlefield Road Palo Alto CA,Palo Alto,-122.13,37.43
1544,9870-98675,361 California,361 S California Ave Palo Alto CA,Palo Alto,-122.14,37.43
1545,17011-170949,3885 El Camino Real,"3885 El Camino Real, Ravenswood @ 101 Palo Alto CA",Palo Alto,-122.13,37.42
1546,5977-23022,Donohoe & E Bayshore Rd,"1745 East Bayshore Blvd., The Plant Palo Alto CA",Palo Alto,-122.14,37.46
1547,9683-97622,Van Nuys & Michaels,"7902 VAN NUYS BLVD, B-2 Panorama City CA",Panorama City,-118.45,34.21
1548,29700-254775,Rosecrans & Downey,8522 Rosecrans Ave Paramount CA,Paramount,-118.15,33.9
1549,5842-20739,"Paramount & Jackson, Paramount",16280-C Paramount Blvd. Paramount CA,Paramount,-118.16,33.89
1550,11459-103349,"Alondra & Lakewood, Paramount",8819 Alondra Blvd. Paramount CA,Paramount,-118.14,33.89
1551,17348-173405,Pasadena Convention Ctr-Green Stree,300 E Green St Pasadena CA,Pasadena,-118.14,34.14
1552,535-480,Pasadena,575 South Lake Avenue Pasadena CA,Pasadena,-118.13,34.14
1553,14449-122584,"Arroyo & Fillmore, Pasadena","753 South Arroyo Parkway, 3 Pasadena CA",Pasadena,-118.15,34.13
1554,5657-1751,Sierra Madre Villa & Foothill,3429 East Foothill Blvd. Pasadena CA,Pasadena,-118.08,34.15
1555,14995-156785,Target Pasadena East T-1332,3121 E Colorado Blvd Pasadena CA,Pasadena,-118.08,34.15
1556,582-212444,Colorado & De Lacey,93 W. Colorado Blvd. Pasadena CA,Pasadena,-118.15,34.15
1557,76198-94545,Target Pasadena T-883,777 E Colorado Blvd Pasadena CA,Pasadena,-118.13,34.15
1558,5513-1445,South Pasadena - Wells Fargo,1000 Fair Oaks Ave Pasadena CA,Pasadena,-118.15,34.11
1559,577-226,Hastings Ranch,3699 E Foothill Blvd Pasadena CA,Pasadena,-118.07,34.15
1560,74647-94461,Vons-Pasadena #2139,1390 N Allen Ave Pasadena CA,Pasadena,-118.11,34.17
1561,5735-8709,"Washington & Allen, Pasadena",1830 E. Washington Blvd. Pasadena CA,Pasadena,-118.11,34.17
1562,5514-1448,Pasadena Lake - Wells Fargo,82 South Lake Avenue Pasadena CA,Pasadena,-118.13,34.14
1563,74762-98340,Vons-Pasadena #2152,155 W California Blvd Pasadena CA,Pasadena,-118.15,34.14
1564,19571-190724,Rosemead & Del Mar,230 S. Rosemead Blvd. Pasadena CA,Pasadena,-118.07,34.14
1565,5383-1153,Fairoaks & California - Pasadena,"556 S. Fair Oaks Avenue, Suite 102 Pasadena CA",Pasadena,-118.15,34.14
1566,20839-185185,Ralphs Pasadena #96,"160 N Lake Ave, Fair Oaks Renaissance Plaza Pasadena CA",Pasadena,-118.13,34.15
1567,5860-29255,"Fair Oaks & Orange Grove, Pasadena",671 N. Fair Oaks Avenue Pasadena CA,Pasadena,-118.15,34.16
1568,23004-226864,"Lake & Orange Grove, Pasadena",743 N. Lake Ave Pasadena CA,Pasadena,-118.13,34.16
1569,5674-5159,Huntington Drive & San Gabriel,3007 Huntington Drive Pasadena CA,Pasadena,-118.09,34.13
1570,6594-64802,"Hill & Walnut, East Pasadena",161 N. Hill Avenue Pasadena CA,Pasadena,-118.12,34.15
1571,15554-161368,Vons-Pasadena #2858,2355 E Colorado Blvd Pasadena CA,Pasadena,-118.1,34.15
1572,6838-82304,"Colorado & Bonnie, Pasadena",1687 E. Colorado Blvd Pasadena CA,Pasadena,-118.12,34.15
1573,5881-231045,Colorado & Marengo,"300 East Colorado Blvd, Suite 152, East Village Shopping Center Pasadena CA",Pasadena,-118.14,34.15
1574,9510-96871,"Creston & Sherwood, Paso Robles",1495 Creston Road Paso Robles CA,Paso Robles,-120.66,35.62
1575,8909-95245,"24th & Ysabel, Paso Robles",1205 24th Street Paso Robles CA,Paso Robles,-120.69,35.64
1576,73610-79482,Albertsons-Paso Robles #6314,189 Niblick Rd Paso Robles CA,Paso Robles,-120.68,35.62
1577,76608-99352,Target Paso Robles T-1120,"2305 Theatre Dr, The Crossings Paso Robles CA",Paso Robles,-120.7,35.58
1578,2904-90757,"46 West & US 101, Paso Robles",2301 Theatre Drive Paso Robles CA,Paso Robles,-120.7,35.58
1579,3462-92384,Sperry & Rogers - Patterson,"2952 Speno Drive, Perris Plaza Patterson CA",Patterson,-121.17,37.47
1580,6703-75480,"Nuevo & I-215, Perris","1688 North Perris Blvd., G-4 Perris CA",Perris,-117.23,33.8
1581,11099-102097,"I-215 & Ethanac, Perris","3150 Case Road, Bldg H, Suite 1 Perris CA",Perris,-117.19,33.74
1582,10665-100382,"Ramona Expressway & Perris, Perris",120 E Ramona Expressway Perris CA,Perris,-117.22,33.85
1583,18925-100256,Target Petaluma T-2601,401 Kenilworth Dr Petaluma CA,Petaluma,-122.63,38.24
1584,17601-161370,Washington & Wilson,440 East Washington Petaluma CA,Petaluma,-122.64,38.24
1585,5242-518,Downtown Petaluma,125 Petaluma Blvd N Petaluma CA,Petaluma,-122.64,38.23
1586,17466-174585,Safeway-Petaluma #3011,"389 S McDowell Blvd, Parkway Plaza Petaluma CA",Petaluma,-122.68,38.28
1587,13782-107423,Sonoma Mountain & Riesling,"701 Sonoma Mountain Pkwy, C12, Petaluma Plaza Shopping Center Petaluma CA",Petaluma,-122.64,38.27
1588,5975-52661,Old Redwood & N McDowell,5306  C. Old Redwood Highway Petaluma CA,Petaluma,-122.67,38.28
1589,9490-94433,Lakeville & McDowell,"3100 Lakeville Hwy, B Petaluma CA",Petaluma,-122.6,38.23
1590,5863-21261,N. McDowell & E. Washington,205 N. McDowell Petaluma CA,Petaluma,-122.63,38.25
1591,8799-95014,"Whittier & Passons, Pico Rivera","9329 Whittier Blvd, Pico Rivera Towne Center Pico Rivera CA",Pico Rivera,-118.08,34.0
1592,6545-62659,"Washington & Rosemead, Pico Rivera",8754 Washington Blvd. Pico Rivera CA,Pico Rivera,-118.1,33.98
1593,29625-254250,Target - Pico Rivera T-1425,8800 Whittier Blvd Pico Rivera CA,Pico Rivera,-118.09,34.0
1594,5260-396,"Fitzgerald & Appian, Pinole",1540 Fitzgerald Drive Pinole CA,Pinole,-122.3,37.99
1595,24525-232904,Pinole Valley Rd & I-80,1315 Pinole Valley Road Pinole CA,Pinole,-122.29,38.0
1596,76213-88890,Target Pinole T-737,"1400 Fitzgerald Dr, Pismo Coast Shopping Center Pinole CA",Pinole,-122.31,37.99
1597,5933-40359,"Five Cities Drive & 101 Fwy, Pismo",501 Five Cities Drive Pismo Beach CA,Pismo Beach,-120.63,35.14
1598,9686-96963,Railroad & Leland,2285 Railroad Avenue Pittsburg CA,Pittsburg,-121.89,38.01
1599,9286-95586,Buchanan & Loveridge,1315 Buchanan Rd Pittsburg CA,Pittsburg,-121.87,38.0
1600,6914-73214,California & Loveridge,1269 California Avenue Pittsburg CA,Pittsburg,-121.87,38.01
1601,74990-102914,Safeway - Pittsburg #1215,660 Bailey Road Pittsburg CA,Pittsburg,-121.94,38.02
1602,19835-195004,Ralph's - Placentia #756,"710 N Rose Dr, Missouri Flat Village Placentia CA",Placentia,-117.84,33.88
1603,8623-3198,Missouri Flat & Hwy 50,"3967 Missouri Flat, 100 Placerville CA",Placerville,-120.84,38.71
1604,74477-67020,Safeway-Placerville #1724,3955 Missouri Flat Road Placerville CA,Placerville,-120.84,38.71
1605,5699-5388,1228 Broadway - Placerville,1228 Broadway Placerville CA,Placerville,-120.79,38.73
1606,22881-225524,Runway & McConnell,"12746 Jefferson Blvd., 2150 Playa Vista CA",Playa Vista,-118.42,33.98
1607,12868-153028,Safeway-Pleasant Hill #2941,707 Contra Costa Blvd Pleasant Hill CA,Pleasant Hill,-122.06,37.97
1608,15680-156024,Target Pleasant Hill T-330,560 Contra Costa Blvd Pleasant Hill CA,Pleasant Hill,-122.07,37.98
1609,79512-102353,Safeway - Pleasant Hill #928,"600 Patterson Blvd., The Crossroads at Pleasant Hill Pleasant Hill CA",Pleasant Hill,-122.07,37.93
1610,10252-96965,I680 & Monument,"2370 Monument Blvd., B Pleasant Hill CA",Pleasant Hill,-122.06,37.94
1611,5559-1735,Contra Costa & Gregory,1900 Contra Costa Boulevard Pleasant Hill CA,Pleasant Hill,-122.06,37.95
1612,74772-99121,Safeway - Pleasant Hill #1541,1978 Contra Costa Blvd Pleasant Hill CA,Pleasant Hill,-122.06,37.95
1613,24031-232204,Contra Costa Blvd and Concord Ave,552 Contra Costa Blvd Pleasant Hill CA,Pleasant Hill,-122.07,37.98
1614,6648-74021,Johnson & Owens,"6050 Johnson Drive, B-1 Pleasanton CA",Pleasanton,-121.91,37.7
1615,5322-739,Amador Center,"1737 Santa Rita Road, #300 Pleasanton CA",Pleasanton,-121.87,37.68
1616,29020-198425,Bernal & Stanley - Pleasanton,"3040 Bernal Ave, 320 Pleasanton CA",Pleasanton,-121.86,37.67
1617,5274-732,Hopyard Rd & Stoneridge Dr,"4555 Hopyard Road, Suite C-15 Pleasanton CA",Pleasanton,-121.9,37.69
1618,16775-157393,Safeway-Pleasanton #2856,"6790 Bernal Ave, Stoneridge Center Pleasanton CA",Pleasanton,-121.9,37.66
1619,28216-250104,Teavana - Stoneridge Center,"1 STONERIDGE MALL, #D104, Pleasanton Gateway PLEASANTON CA",PLEASANTON,-121.93,37.69
1620,14070-189244,Hwy 680 & Bernal,"6786 Bernal Avenue, Suite 810 Pleasanton CA",Pleasanton,-121.9,37.66
1621,24527-233556,Main and Rose,"511 Main Street, Suite #503 Pleasanton CA",Pleasanton,-121.88,37.66
1622,74684-73708,Safeway-Pleasanton #1502,"1701 Santa Rita Rd, Stoneridge Mall Pleasanton CA",Pleasanton,-121.87,37.68
1623,6474-55559,Stoneridge Mall - Pleasanton,"1140 Stoneridge Mall Rd, B 119, Baltic Square Pleasanton CA",Pleasanton,-121.93,37.7
1624,6469-58399,Park Place & Washington,133 Park Place Point Richmond CA,Point Richmond,-122.38,37.93
1625,79728-132986,Safeway - Pollock Pines #1825,"6498 Pony Trail Express, Mission Hills Plaza Pollock Pines CA",Pollock Pines,-120.58,38.76
1626,6461-46581,"Temple & Mission, Pomona",3044 Temple Avenue Pomona CA,Pomona,-117.8,34.04
1627,23599-231366,Garey & Alvarado,1010 North Garey Avenue Pomona CA,Pomona,-117.75,34.07
1628,75469-107379,Cal Poly Pomona Library,"3801 West Temple Ave, Mission Promenade Pomona CA",Pomona,-117.82,34.06
1629,6870-76140,"Garey & Mission, Pomona","101 W. Mission Blvd., Suite 106 Pomona CA",Pomona,-117.75,34.06
1630,19857-198885,Target Pomona T-2831,701 Rio Rancho Rd Pomona CA,Pomona,-117.77,34.03
1631,29620-254406,Foothill & Lynoak,517 East Foothill Blvd Pomona CA,Pomona,-117.74,34.11
1632,13226-106936,"Fairplex & I-10, Pomona",2101 Murchison Ave Pomona CA,Pomona,-117.79,34.07
1633,10112-97117,"Rio Rancho & The 71, Pomona","68 Rio Ranch Road, 101 Pomona CA",Pomona,-117.76,34.03
1634,28053-248946,Pomona & Temple,3423 Pomona Boulevard Pomona CA,Pomona,-117.81,34.05
1635,655-330,Mandalay Village,587 W. Channel Islands Blvd. Port Hueneme CA,Port Hueneme,-119.22,34.18
1636,11461-104654,"Olive & Cloverleaf, Porterville","947 W. Olive Avenue, Porterville Crossroads Porterville CA",Porterville,-119.04,36.07
1637,6523-64099,Henderson & Prospect - Porterville,1270A Henderson Avenue Porterville CA,Porterville,-119.05,36.08
1638,76331-136845,Target Porterville T-2420,1363 W Henderson Ave Porterville CA,Porterville,-119.04,36.08
1639,10714-101544,"Olive& Main, Porterville","12 South Main Street, Pomerado Plaza Porterville CA",Porterville,-119.02,36.06
1640,6444-44139,"Poway & Oak Knoll, Poway","12202 Poway Road, 104, Twin Peaks Shopping Center Poway CA",Poway,-117.07,32.95
1641,5772-5564,"Pomerado & Twin Peaks, Poway",14835 Pomerado Road Poway CA,Poway,-117.06,32.98
1642,5707-8106,Poway & Community Rd.,"13479 Poway Road, Suite 602 Poway CA",Poway,-117.04,32.95
1643,25611-241826,Scripps Poway Parkway & Pomerado,12245 Scripps Poway Parkway Poway CA,Poway,-117.06,32.93
1644,16006-162928,Target Poway T-296,14823 Pomerado Rd Poway CA,Poway,-117.06,32.98
1645,74953-102366,Safeway - Prunedale #1204,17539 Vierra Canyon Prunedale CA,Prunedale,-121.66,36.79
1646,5896-233008,Vierra Canyon & Hwy 101,17535 Vierra Canyon Rd Prunedale CA,Prunedale,-121.67,36.79
1647,73676-80275,Albertsons-Ramona #6725,1459 Main St Ramona CA,Ramona,-116.88,33.04
1648,17355-168504,"13th & Main, Ramona",1315 Main Street Ramona CA,Ramona,-116.87,33.04
1649,48618-263724,Albertsons - Rancho Bernardo #3179,12475 Rancho Bernardo Rd Rancho Bernardo CA,Rancho Bernardo,-117.06,33.02
1650,74590-108481,Vons - Rancho Bernardo #2079,11986 BERNARDO PLAZA DR RANCHO BERNARDO CA,RANCHO BERNARDO,-117.07,33.02
1651,74187-119285,Safeway - Rancho Cordova #1746,10635 Folsom Blvd. Rancho Cordova CA,Rancho Cordova,-121.29,38.59
1652,75818-96847,Marriott Rancho Cordova Lobby,"11211 Point East Dr, Capital Village Rancho Cordova CA",Rancho Cordova,-121.27,38.61
1653,13557-107473,International & Zinfandel - RC,"3195 Zinfandel Dr., 1 Rancho Cordova CA",Rancho Cordova,-121.28,38.58
1654,27080-246665,Folsom & Dawes,"10345 Folsom Blvd, Rancho Cordova Town Center Rancho Cordova CA",Rancho Cordova,-121.31,38.59
1655,5764-3273,Hwy 50 at Zinfandel,10820 Olson Drive Rancho Cordova CA,Rancho Cordova,-121.29,38.59
1656,14829-136406,Sunrise & Zinfandel RC,1971 Zinfandel Drive Rancho Cordova CA,Rancho Cordova,-121.27,38.61
1657,5105-147204,Target Rancho Cordova T-2463,10881 Olson Dr Rancho Cordova CA,Rancho Cordova,-121.28,38.59
1658,8676-72761,Tributary Point & Hazel - RC,12195 Tributary Point Drive Rancho Cordova CA,Rancho Cordova,-121.22,38.63
1659,6663-72681,Sunrise & White Rock,"3110 Sunrise Blvd., Victoria Gardens Rancho Cordova CA",Rancho Cordova,-121.27,38.59
1660,9509-96446,Day Creek & Foothill,8025 Day Creek Blvd. Rancho Cucamonga CA,Rancho Cucamonga,-117.54,34.11
1661,8942-263704,Victoria Gardens South Mainstreet,"12443 S. Mainstreet, Space 1250 Rancho Cucamonga CA",Rancho Cucamonga,-117.53,34.11
1662,13681-108130,Carnelian & 19th,"8678 19th Street, 100 Rancho Cucamonga CA",Rancho Cucamonga,-117.62,34.13
1663,6752-75820,Foothill & Spruce,10831 Foothill Blvd. Rancho Cucamonga CA,Rancho Cucamonga,-117.57,34.11
1664,9625-95615,Foothill & Archibald,9754 Foothill Blvd. Rancho Cucamonga CA,Rancho Cucamonga,-117.59,34.11
1665,74525-63240,Vons-Rancho Cucamonga #2147,8778  19th St Rancho Cucamonga CA,Rancho Cucamonga,-117.61,34.13
1666,47588-258973,Albertsons - Rancho Cucamonga 3177,"8850 Foothill Blvd, Day Creek Village Rancho Cucamonga CA",Rancho Cucamonga,-117.61,34.11
1667,6673-65581,Day Creek & Highland,"12273 Highland Avenue, 100, Victoria Gardens Rancho Cucamonga CA",Rancho Cucamonga,-117.54,34.13
1668,28475-250162,Teavana - Victoria Gardens,"12478 N. Main St., Unit No. 3320 Rancho Cucamonga CA",Rancho Cucamonga,-117.53,34.11
1669,3940-146324,Target Rancho Cucamonga T-301,10576 Foothill Blvd Rancho Cucamonga CA,Rancho Cucamonga,-117.57,34.11
1670,26995-245954,Ralphs Rancho Cucamonga # 13,7369 Milliken Ave Rancho Cucamonga CA,Rancho Cucamonga,-117.56,34.12
1671,73545-53560,Albertsons - Rancho Cucamonga #6520,"11358 Kenyon Way, Terra Vista Village Rancho Cucamonga CA",Rancho Cucamonga,-117.56,34.14
1672,5916-35279,Baseline & Haven,"10540 Baseline Road, B Rancho Cucamonga CA",Rancho Cucamonga,-117.57,34.12
1673,20162-171186,Macy's-Victoria Gardens #533,7855 Kew Ave Rancho Cucamunga CA,Rancho Cucamunga,-117.53,34.11
1674,6819-81601,Country Club & Monterey Avenue,"40101 Monterey Avenue, G1 Rancho Mirage CA",Rancho Mirage,-116.39,33.76
1675,48195-261614,Albertsons - Rancho Mirage 6586,40101 Monterey Ave Rancho Mirage CA,Rancho Mirage,-116.39,33.76
1676,25820-242448,Hwy 111 & Magnesia Falls,"42500 Bob Hope Drive, A, The Riverbank @ Rancho Mirage Rancho Mirage CA",Rancho Mirage,-116.41,33.74
1677,5922-35899,Bob Hope Drive & Hwy 111,"71800 HWY 111, Ste A-119 Rancho Mirage CA",Rancho Mirage,-116.41,33.74
1678,17631-171184,Ralphs-Palos Verdes #720,"30019 Hawthorne Blvd, Golden Cove Shopping Center Rancho Palos Verdes CA",Rancho Palos Verdes,-118.39,33.76
1679,6926-88400,Palos Verdes Dr. West & Hawthorne,"31202 Palos Verdes Dr. West, Las Flores Rancho Palos Verdes CA",Rancho Palos Verdes,-118.41,33.75
1680,9288-95983,Oso & Antonio,"28562 Oso Parkway, #F, Santa Margarita Marketplace Rancho Santa Margarita CA",Rancho Santa Margarita,-117.63,33.58
